,sentID.BTEC,split,lang,sent,sent_kuwaiti_GPT_Translated,sent_kuwaiti,Type (B/H),Translator Initials,sent_kuwaiti_punctuation_removed,sent_punctuation_removed,sent_kuwaiti_punctuation_removed_and_tashkeel,sent_punctuation_removed_and_tashkeel,sent_kuwaiti_punctuation_removed_and_tashkeel_and_normlaized,sent_punctuation_removed_and_tashkeel_and_normlaized
10367,17273,corpus-6-dev,MSA,متي تبدأ الأوبرا ؟,متى تبتدي الأوبرا؟,متى تبتدي الأوبرا؟,B,Y,متى تبتدي الأوبرا,متي تبدأ الأوبرا ,متى تبتدي الأوبرا,متي تبدأ الأوبرا ,متا تبتدي الاوبرا,متي تبدا الاوبرا 
10368,17276,corpus-6-train,MSA,هذا هو نموذجنا الجديد . نطلق عليه كمبيوتر الأحلام .,هذا نموذجنا اليديد. نسميه كمبيوتر الأحلام.,هذا نموذجنا الجديد. نسميه كمبيوتر الأحلام.,B,Y,هذا نموذجنا الجديد نسميه كمبيوتر الأحلام,هذا هو نموذجنا الجديد  نطلق عليه كمبيوتر الأحلام ,هذا نموذجنا الجديد نسميه كمبيوتر الأحلام,هذا هو نموذجنا الجديد  نطلق عليه كمبيوتر الأحلام ,هذا نموذجنا الجديد نسميه كمبيوتر الاحلام,هذا هو نموذجنا الجديد  نطلق عليه كمبيوتر الاحلام 
10369,17280,corpus-6-test-corpus-26-train,MSA,ما هي المحتويات ؟,شنو المحتويات؟,شنو المحتويات؟,B,Y,شنو المحتويات,ما هي المحتويات ,شنو المحتويات,ما هي المحتويات ,شنو المحتويات,ما هي المحتويات 
10370,17284,corpus-6-train,MSA,أريد أن أجرب طبق خاص بميناء الصيد هذا .,أبي أجرب طبق خاص من ميناء الصيد هذا.,أبي أجرب طبق خاص من ميناء الصيد هذا.,B,Y,أبي أجرب طبق خاص من ميناء الصيد هذا,أريد أن أجرب طبق خاص بميناء الصيد هذا ,أبي أجرب طبق خاص من ميناء الصيد هذا,أريد أن أجرب طبق خاص بميناء الصيد هذا ,ابي اجرب طبق خاص من ميناء الصيد هذا,اريد ان اجرب طبق خاص بميناء الصيد هذا 
10371,17287,corpus-6-dev,MSA,هل يمكن أن تحضروا مقعدا آلي ؟,ممكن تجيبون لنا كرسي كهربائي؟,ممكن تجيبون لنا كرسي كهربائي؟,B,Y,ممكن تجيبون لنا كرسي كهربائي,هل يمكن أن تحضروا مقعدا آلي ,ممكن تجيبون لنا كرسي كهربائي,هل يمكن أن تحضروا مقعدا آلي ,ممكن تجيبون لنا كرسي كهرباءي,هل يمكن ان تحضروا مقعدا الي 
10372,17288,corpus-6-train,MSA,يمكنك دفع مبلغ مائتين دولاراً بالين الياباني .,تقدر تدفع مبلغ ميتين دولار بالين الياباني.,تقدر تدفع مبلغ ميتين دولار بالين الياباني.,B,Y,تقدر تدفع مبلغ ميتين دولار بالين الياباني,يمكنك دفع مبلغ مائتين دولارا بالين الياباني ,تقدر تدفع مبلغ ميتين دولار بالين الياباني,يمكنك دفع مبلغ مائتين دولارا بالين الياباني ,تقدر تدفع مبلغ ميتين دولار بالين الياباني,يمكنك دفع مبلغ ماءتين دولارا بالين الياباني 
10373,17290,corpus-6-train,MSA,من فضلك أعطني فيلم خمسة وثلاثون مليمتر ، ستة وثلاثون صورة وفيلم أزا بمقاييس الجمعية الأمريكية مائة صورة وفيلم آخر خمسة وثلاثون مليمتر ، عشرون صورة ، وفيلم أزا أربعمائة صورة .,لو سمحت عطيني فيلم خمسة وثلاثين مليمتر، ستة وثلاثين صورة وفيلم أزا بمقاييس الجمعية الأمريكية مية صورة وفيلم ثاني خمسة وثلاثين مليمتر، عشرين صورة، وفيلم أزا أربعمية صورة.,لو سمحت عطني فلم خمسة وثلاثين مليمتر، ستة وثلاثين صورة وفلم درب الزلق بمقاييس جمعية الفنون الكويتية مية صورة وفلم ثاني خمسة وثلاثين مليمتر، عشرين صورة، وفيلم درب الزلق أربعمية صورة.,B,Y,لو سمحت عطني فلم خمسة وثلاثين مليمتر ستة وثلاثين صورة وفلم درب الزلق بمقاييس جمعية الفنون الكويتية مية صورة وفلم ثاني خمسة وثلاثين مليمتر عشرين صورة وفيلم درب الزلق أربعمية صورة,من فضلك أعطني فيلم خمسة وثلاثون مليمتر  ستة وثلاثون صورة وفيلم أزا بمقاييس الجمعية الأمريكية مائة صورة وفيلم آخر خمسة وثلاثون مليمتر  عشرون صورة  وفيلم أزا أربعمائة صورة ,لو سمحت عطني فلم خمسة وثلاثين مليمتر ستة وثلاثين صورة وفلم درب الزلق بمقاييس جمعية الفنون الكويتية مية صورة وفلم ثاني خمسة وثلاثين مليمتر عشرين صورة وفيلم درب الزلق أربعمية صورة,من فضلك أعطني فيلم خمسة وثلاثون مليمتر  ستة وثلاثون صورة وفيلم أزا بمقاييس الجمعية الأمريكية مائة صورة وفيلم آخر خمسة وثلاثون مليمتر  عشرون صورة  وفيلم أزا أربعمائة صورة ,لو سمحت عطني فلم خمسه وثلاثين مليمتر سته وثلاثين صوره وفلم درب الزلق بمقاييس جمعيه الفنون الكويتيه ميه صوره وفلم ثاني خمسه وثلاثين مليمتر عشرين صوره وفيلم درب الزلق اربعميه صوره,من فضلك اعطني فيلم خمسه وثلاثون مليمتر  سته وثلاثون صوره وفيلم ازا بمقاييس الجمعيه الامريكيه ماءه صوره وفيلم اخر خمسه وثلاثون مليمتر  عشرون صوره  وفيلم ازا اربعماءه صوره 
10374,17292,corpus-6-train,MSA,الحادث أربك المرور .,الحادث لخبط السير.,الحادث لخبط السير.,B,Y,الحادث لخبط السير,الحادث أربك المرور ,الحادث لخبط السير,الحادث أربك المرور ,الحادث لخبط السير,الحادث اربك المرور 
10375,17293,corpus-6-train,MSA,ما هو السعر الذي تفكر فيه ؟,شلون السعر اللي تفكر فيه؟,شنو السعر اللي تفكر فيه؟,B,Y,شنو السعر اللي تفكر فيه,ما هو السعر الذي تفكر فيه ,شنو السعر اللي تفكر فيه,ما هو السعر الذي تفكر فيه ,شنو السعر اللي تفكر فيه,ما هو السعر الذي تفكر فيه 
10376,17294,corpus-6-train,MSA,هل يمكنهم إرسال هذا الطرد إلى اليابان عن طريق البريد البحري .,يقدرون يرسلون هالطرد لليابان عن طريق البريد البحري؟,يقدرون يرسلون هالطرد لليابان بالبريد البحري؟,B,Y,يقدرون يرسلون هالطرد لليابان بالبريد البحري,هل يمكنهم إرسال هذا الطرد إلى اليابان عن طريق البريد البحري ,يقدرون يرسلون هالطرد لليابان بالبريد البحري,هل يمكنهم إرسال هذا الطرد إلى اليابان عن طريق البريد البحري ,يقدرون يرسلون هالطرد لليابان بالبريد البحري,هل يمكنهم ارسال هذا الطرد الا اليابان عن طريق البريد البحري 
10377,17295,corpus-6-test-corpus-26-train,MSA,هل هناك أي أماكن في المنطقة تلقي تزكية كثيرة ؟,في أماكن بالكويت حوالين هالمنطقة يمدحونها وايد؟,في أماكن بالكويت حوالين هالمنطقة يمدحونها واجد؟,B,Y,في أماكن بالكويت حوالين هالمنطقة يمدحونها واجد,هل هناك أي أماكن في المنطقة تلقي تزكية كثيرة ,في أماكن بالكويت حوالين هالمنطقة يمدحونها واجد,هل هناك أي أماكن في المنطقة تلقي تزكية كثيرة ,في اماكن بالكويت حوالين هالمنطقه يمدحونها واجد,هل هناك اي اماكن في المنطقه تلقي تزكيه كثيره 
10378,17297,corpus-6-train,MSA,حسناً . انعطف إلى اليمين في الناصية القادمة . ستجده أمامك مباشرة .,اوكي . لف يمين عند الزاوية الياية . بتلقاه جدامك على طول .,اوكي . لف يمين عند الزاوية الجايه . بتحصله جدامك على طول .,B,Y,اوكي  لف يمين عند الزاوية الجايه  بتحصله جدامك على طول ,حسنا  انعطف إلى اليمين في الناصية القادمة  ستجده أمامك مباشرة ,اوكي  لف يمين عند الزاوية الجايه  بتحصله جدامك على طول ,حسنا  انعطف إلى اليمين في الناصية القادمة  ستجده أمامك مباشرة ,اوكي  لف يمين عند الزاويه الجايه  بتحصله جدامك علا طول ,حسنا  انعطف الا اليمين في الناصيه القادمه  ستجده امامك مباشره 
10379,17298,corpus-6-train,MSA,أود أن أحجز غرفة في فندق في المدينة .,أبي أحجز غرفة بفندق بالمدينة.,أبي أحجز غرفة بفندق بالمدينة.,B,Y,أبي أحجز غرفة بفندق بالمدينة,أود أن أحجز غرفة في فندق في المدينة ,أبي أحجز غرفة بفندق بالمدينة,أود أن أحجز غرفة في فندق في المدينة ,ابي احجز غرفه بفندق بالمدينه,اود ان احجز غرفه في فندق في المدينه 
10380,17301,corpus-6-train,MSA,لمدة خمسة أيام .,لمدة خمس أيام.,لمدة خمس أيام.,B,Y,لمدة خمس أيام,لمدة خمسة أيام ,لمدة خمس أيام,لمدة خمسة أيام ,لمده خمس ايام,لمده خمسه ايام 
10381,17302,corpus-6-train,MSA,السويتر الأحمر الذي اشتريته الأسبوع الماضي لا يناسبني . هل يمكن استبداله بلون آخر ؟,السويتر الأحمر اللي شريته الأسبوع اللي طاف ما يناسبني. ممكن أبدله بلون ثاني؟,السويتر الأحمر اللي شريته الأسبوع اللي طاف ما عجبني. ممكن أبدله بلون ثاني؟,B,Y,السويتر الأحمر اللي شريته الأسبوع اللي طاف ما عجبني ممكن أبدله بلون ثاني,السويتر الأحمر الذي اشتريته الأسبوع الماضي لا يناسبني  هل يمكن استبداله بلون آخر ,السويتر الأحمر اللي شريته الأسبوع اللي طاف ما عجبني ممكن أبدله بلون ثاني,السويتر الأحمر الذي اشتريته الأسبوع الماضي لا يناسبني  هل يمكن استبداله بلون آخر ,السويتر الاحمر اللي شريته الاسبوع اللي طاف ما عجبني ممكن ابدله بلون ثاني,السويتر الاحمر الذي اشتريته الاسبوع الماضي لا يناسبني  هل يمكن استبداله بلون اخر 
